5101.585560421,63748,0,0,0,0,165,0,0,0,0,0,0
5101.608303162,63768,0,0,0,0,165,0,0,0,0,0,0
5101.625126569,63788,0,0,0,0,165,0,0,0,0,0,0
5101.645147643,63808,0,0,0,0,165,0,0,0,0,0,0
5101.665192514,63828,0,0,0,0,165,0,0,0,0,0,0
5101.685126162,63848,0,0,0,0,165,0,0,0,0,0,0
5101.705589402,63868,0,0,0,0,165,0,0,0,0,0,0
5101.725098514,63888,0,0,0,0,165,0,0,0,0,0,0
5101.745085254,63908,0,0,0,0,165,0,0,0,0,0,0
5101.765037754,63928,0,0,0,0,165,0,0,0,0,0,0
5101.785976551,63948,0,0,0,0,165,0,0,0,0,0,0
5101.805007588,63968,0,0,0,0,165,0,0,0,0,0,0
5101.824974680,63988,0,0,0,0,165,0,0,0,0,0,0
5101.844877884,64008,0,0,0,0,165,0,0,0,0,0,0
5101.864859180,64028,0,0,0,0,165,0,0,0,0,0,0
5101.884900551,64048,0,0,0,0,165,0,0,0,0,0,0
5101.904915754,64068,0,0,0,0,165,0,0,0,0,0,0
5101.924880773,64088,0,0,0,0,165,0,0,0,0,0,0
5101.944791384,64108,0,0,0,0,165,0,0,0,0,0,0
5101.964718032,64128,0,0,0,0,165,0,0,0,0,0,0
5101.984755310,64148,0,0,0,0,165,0,0,0,0,0,0
5102.005798513,64168,0,0,0,0,165,0,0,0,0,0,0
5102.025737662,64188,0,0,0,0,165,0,0,0,0,0,0
5102.047067458,64208,0,0,0,0,165,0,0,0,0,0,0
5102.065561884,64228,0,0,0,0,165,0,0,0,0,0,0
5102.085610310,64248,0,0,0,0,165,0,0,0,0,0,0
5102.106844754,64268,0,0,0,0,165,0,0,0,0,0,0
5102.125593550,64288,0,0,0,0,165,0,0,0,0,0,0
5102.145528513,64308,0,0,0,0,165,0,0,0,0,0,0
5102.165563013,64328,0,0,0,0,165,0,0,0,0,0,0
5102.185486810,64348,0,0,0,0,165,0,0,0,0,0,0
5102.206464032,64368,0,0,0,0,165,0,0,0,0,0,0
5102.225481736,64388,0,0,0,0,165,0,0,0,0,0,0
5102.245439569,64408,0,0,0,0,165,0,0,0,0,0,0
5102.265359735,64428,0,0,0,0,165,0,0,0,0,0,0
5102.285328180,64448,0,0,0,0,165,0,0,0,0,0,0
5102.305261402,64468,0,0,0,0,165,0,0,0,0,0,0
5102.325284347,64488,0,0,0,0,165,0,0,0,0,0,0
5102.345306921,64508,0,0,0,0,165,0,0,0,0,0,0
5102.365286680,64528,0,0,0,0,165,0,0,0,0,0,0
5102.385185624,64548,0,0,0,0,165,0,0,0,0,0,0
5102.406132161,64568,0,0,0,0,165,0,0,0,0,0,0
