5102.426176032,64588,0,0,0,0,165,0,0,0,0,0,0
5102.446091032,64608,0,0,0,0,165,0,0,0,0,0,0
5102.466125384,64628,0,0,0,0,165,0,0,0,0,0,0
5102.486340791,64648,0,0,0,0,165,0,0,0,0,0,0
5102.506080180,64668,0,0,0,0,165,0,0,0,0,0,0
5102.526074513,64688,0,0,0,0,165,0,0,0,0,0,0
5102.546001309,64708,0,0,0,0,165,0,0,0,0,0,0
5102.565954032,64728,0,0,0,0,165,0,0,0,0,0,0
5102.586000717,64748,0,0,0,0,165,0,0,0,0,0,0
5102.607032235,64768,0,0,0,0,165,0,0,0,0,0,0
5102.625899698,64788,0,0,0,0,165,0,0,0,0,0,0
5102.645885032,64808,0,0,0,0,165,0,0,0,0,0,0
5102.665924957,64828,0,0,0,0,165,0,0,0,0,0,0
5102.686329495,64848,0,0,0,0,165,0,0,0,0,0,0
5102.705800420,64868,0,0,0,0,165,0,0,0,0,0,0
5102.725771106,64888,0,0,0,0,165,0,0,0,0,0,0
5102.745775809,64908,0,0,0,0,165,0,0,0,0,0,0
5102.765767550,64928,0,0,0,0,165,0,0,0,0,0,0
5102.785788883,64948,0,0,0,0,165,0,0,0,0,0,0
5102.806819161,64968,0,0,0,0,165,0,0,0,0,0,0
5102.827097235,64988,0,0,0,0,165,0,0,0,0,0,0
5102.846612217,65008,0,0,0,0,165,0,0,0,0,0,0
5102.866584124,65028,0,0,0,0,165,0,0,0,0,0,0
5102.886868050,65048,0,0,0,0,165,0,0,0,0,0,0
5102.906517791,65068,0,0,0,0,165,0,0,0,0,0,0
5102.926552124,65088,0,0,0,0,165,0,0,0,0,0,0
5102.947066531,65108,0,0,0,0,165,0,0,0,0,0,0
5102.966460902,65128,0,0,0,0,165,0,0,0,0,0,0
5102.986454420,65148,0,0,0,0,165,0,0,0,0,0,0
5103.007420031,65168,0,0,0,0,165,0,0,0,0,0,0
5103.026426198,65188,0,0,0,0,165,0,0,0,0,0,0
5103.046347383,65208,0,0,0,0,165,0,0,0,0,0,0
5103.066367105,65228,0,0,0,0,165,0,0,0,0,0,0
5103.086343661,65248,0,0,0,0,165,0,0,0,0,0,0
5103.106296754,65268,0,0,0,0,165,0,0,0,0,0,0
5103.126254124,65288,0,0,0,0,165,0,0,0,0,0,0
5103.146376772,65308,0,0,0,0,165,0,0,0,0,0,0
5103.166235828,65328,0,0,0,0,165,0,0,0,0,0,0
5103.186195402,65348,0,0,0,0,165,0,0,0,0,0,0
5103.207189031,65368,0,0,0,0,165,0,0,0,0,0,0
5103.227144624,65388,0,0,0,0,165,0,0,0,0,0,0
5103.247134290,65408,0,0,0,0,165,0,0,0,0,0,0
5103.267064902,65428,0,0,0,0,165,0,0,0,0,0,0
5103.287070124,65448,0,0,0,0,165,0,0,0,0,0,0
5103.307027957,65468,0,0,0,0,165,0,0,0,0,0,0
5103.326961105,65488,0,0,0,0,165,0,0,0,0,0,0
5103.346980290,65508,0,0,0,0,165,0,0,0,0,0,0
5103.366999309,65528,0,0,0,0,165,0,0,0,0,0,0
5103.386928179,12,0,0,0,0,165,0,0,0,0,0,0
5103.406877679,32,0,0,0,0,165,0,0,0,0,0,0
5103.427849716,52,0,0,0,0,165,0,0,0,0,0,0
5103.446879401,72,0,0,0,0,165,0,0,0,0,0,0
5103.466816420,92,0,0,0,0,165,0,0,0,0,0,0
5103.486826587,112,0,0,0,0,165,0,0,0,0,0,0
5103.506777661,132,0,0,0,0,165,0,0,0,0,0,0
5103.526752309,152,0,0,0,0,165,0,0,0,0,0,0
5103.546719772,172,0,0,0,0,165,0,0,0,0,0,0
5103.566689327,192,0,0,0,0,165,0,0,0,0,0,0

Location : /home/ubuntu/kobuki/src/ecl_core/ecl_time/src/lib/sleep_pos.cpp:44 
Flag     : This operation was interrupted.
Detail   : A posix signal interrupted the sleep.
